Class,User,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7
2,0,78.70691591,55.60631458,-73.05696407,21.05118509,132.3191513,37.16077788,57.16296034,28.35963835,-73.67267304,83.66875217,151.2981585,17.56449267,35.42859664,99.13847665,23.66024167,62.55370849,98.33977159,10.74682167,92.59780552,137.0149194,1.851448803,97.40719673,74.21775694,-70.65336031
2,0,78.9775282,55.45730722,-72.75438718,20.99115564,132.3773264,36.88947453,57.45356767,28.20169034,-73.29139824,83.46261014,151.3238117,17.03926554,35.18795818,99.18074607,23.23124152,62.66537038,98.31222727,10.7424418,97.18753133,74.10568982,-71.03494893,12.8995254,94.53130372,30.54919446
2,0,20.72334498,132.4718515,36.3551793,79.14581051,55.31333406,-72.68890121,62.55352411,98.37491767,10.54915283,57.58612432,28.06282086,-73.13711582,83.66231904,151.3484668,17.14424779,97.17893038,74.0134785,-71.13312855,12.27015788,94.69060855,29.64328454,79.21449816,93.77084955,-6.737820823
2,0,20.66195651,132.6226055,35.78888842,79.39811856,54.9837623,-72.47344347,62.69520238,98.39747679,10.33893034,12.38444001,94.80594785,29.44656515,57.70029676,27.70467379,-72.98198563,97.2655724,73.75155958,-71.21803719,35.50624856,99.26809642,23.20689484,92.5206729,137.0759352,0.97760299
2,0,20.45275718,132.6218387,35.72151587,79.62786822,54.93561601,-72.17760554,62.41408546,98.38109941,10.1678431,57.86020906,27.68825769,-72.99537632,97.3402762,73.72728789,-71.08029738,79.56307963,93.68091998,-6.414725058,12.34832141,94.82316573,29.55910591,83.41921297,151.4159811,16.58014062
2,0,20.54655397,132.6820002,35.41846772,79.33649215,54.82296063,-72.51307514,97.09221135,73.60772859,-71.53396571,12.38160652,94.87253344,29.36732316,57.87779249,27.54565393,-72.76409809,62.57595084,98.3593904,10.01115725,79.47722612,93.67440184,-6.8572454,83.44398542,151.445434,16.026609
2,0,20.41899897,132.6969148,35.41717012,79.40263942,54.8741879,-72.50043266,57.90095856,27.59255484,-72.70136866,97.09223652,73.67842732,-71.44835887,62.34118719,98.43418958,9.841789917,79.422793,93.7176967,-6.795380035,35.13631634,99.32343376,22.68582069,83.34259181,151.4888416,16.13491017
2,0,20.69381667,132.6791513,35.53647139,79.45748215,54.77383333,-72.50844148,97.19960501,73.5628181,-71.47773816,62.57983227,98.38247056,9.978455121,57.91678171,27.51050702,-72.66348843,79.53496284,93.67558419,-6.839055307,12.23018925,94.8989098,29.0702723,83.5953497,151.4159872,16.23912967
2,0,20.35179372,132.6802593,35.27659499,79.25718483,54.86316818,-72.63756523,57.80601237,27.57527307,-72.85581326,62.41959085,98.42862022,9.863392859,97.01919345,73.62284208,-71.70064498,83.42426086,151.4847245,16.10078126,12.26033105,94.85229005,29.21428399,35.23674628,99.31005565,22.73763195
2,0,20.71543472,132.7062676,35.58278323,79.30677761,54.81862172,-72.63789401,57.84756938,27.466177,-72.74906568,62.47234895,98.53141752,9.80315664,97.1790959,73.56798203,-71.50565664,83.43183472,151.5798097,15.91625465,35.13227239,99.40964074,22.46367008,13.01967134,94.77887903,30.07483357
2,0,20.55711473,132.8010063,35.25692378,78.95351245,54.76594621,-73.16903542,57.66490823,27.39770643,-72.94905436,96.95963442,73.49895136,-71.86100481,83.52826714,151.5739087,15.90375886,62.31442793,98.58303119,9.425229901,79.07538485,93.86714436,-7.643628784,35.19146333,99.45077504,22.37366451
2,0,20.97365575,132.7332762,35.70190567,57.93247511,27.40713748,-72.56163705,78.92970679,54.79231679,-73.26852367,83.58995784,151.5391816,15.90418833,35.35712964,99.42975376,22.59332055,97.09422682,73.48914389,-71.75328266,62.50830543,98.5644421,9.639040218,79.44539992,93.80826781,-7.229125756
2,0,20.9407531,132.7275458,35.77308336,79.05574045,54.76239593,-73.09833029,58.03992284,27.41040807,-72.39614291,83.58222176,151.5047043,16.06787727,62.36338272,98.55838056,9.530118969,35.2159062,99.42944464,22.46367971,79.4490091,93.81252729,-7.083793801,92.43137664,137.1831804,0.298562428
2,0,78.71140657,54.9194454,-73.42868628,21.02927094,132.6126693,35.9466815,57.80452965,27.56451339,-72.57928571,62.52346735,98.47002621,9.718831863,83.68248835,151.39693,16.17397931,35.07686437,99.38129979,22.30927884,79.59393961,93.74485192,-6.917465168,97.18598653,73.59788291,-71.4879028
2,0,20.90014371,132.6032283,35.99899976,78.74626133,55.00757529,-73.38640622,58.16608684,27.62996654,-72.04990608,62.24146093,98.48456561,9.598967669,83.56776527,151.4082415,16.36293391,35.1279122,99.37448065,22.58432472,97.01781114,73.68854935,-71.56196554,79.51053361,93.76733564,-6.795472771
2,0,21.17918831,132.5804994,36.26865247,58.29479208,27.57787462,-71.90263969,79.01512739,54.96228882,-73.08499582,62.38058935,98.47742308,9.677247978,97.33233732,73.63212457,-71.25293182,83.72026331,151.4094185,16.38685599,35.24911934,99.34616072,22.64138374,79.64194616,93.76255689,-6.713177707
2,0,58.6212133,27.55027152,-71.45511996,79.301683,54.97814751,-72.62168949,21.17549705,132.5742476,36.29316695,62.35043695,98.47984236,9.702210481,97.13831524,73.62414704,-71.44089994,83.5384474,151.4153917,16.17904812,35.24145491,99.35263274,22.66374683,12.71854345,94.76714187,29.84545028
2,0,58.78771818,27.27046379,-71.25863006,21.22458095,132.6950865,35.98961997,97.13778369,73.40856884,-71.70606791,62.41279768,98.52583766,9.553882195,12.76913104,94.85369547,29.70176911,79.51848765,54.69919961,-72.66704132,35.13310591,99.46465543,22.28812676,83.70857103,151.4927416,16.0070624
2,0,59.27551411,27.30065634,-70.61734833,21.15251376,132.6636404,36.17793234,79.73246866,54.75105096,-72.19103667,62.24348396,98.53672366,9.537109553,97.2345918,73.50048065,-71.46310444,12.86225652,94.82062611,30.06103401,83.81032555,151.4751544,16.50219634,79.89355058,93.75095165,-6.404331631
2,0,60.58729575,27.41709046,-68.90084007,62.28212127,98.54218617,9.733547119,21.18659866,132.6441719,36.31929387,80.0290165,54.80987387,-71.80547386,97.38250052,73.59972864,-71.24930766,13.02684943,94.77756322,30.3833778,35.28210276,99.44763405,22.77660757,83.86373765,151.4609016,16.77224494
2,0,59.41521694,27.38224552,-70.56762359,97.39727762,73.61855939,-71.25749712,62.54107014,98.47564728,10.12881512,80.18739222,54.79137387,-71.614,21.42549392,132.5796562,36.67501806,13.0688379,94.76317731,30.56695222,80.03701315,93.72846656,-6.008471993,35.34523499,99.43346026,22.91314397
2,0,60.35202925,27.45387644,-69.39740371,97.24145552,73.63426203,-71.37600167,21.09828047,132.620696,36.2739811,62.3897114,98.46376164,9.917239103,80.07825474,54.77080904,-71.78749069,80.04098481,93.71698255,-6.000777033,13.07385507,94.75264486,30.59081137,35.35022234,99.42709971,22.92697734
2,0,59.15622705,27.53426235,-71.0964406,97.08848179,73.81111083,-71.49755272,21.10339542,132.5468444,36.45015338,62.39958325,98.43287698,10.12560797,80.16435459,54.88915391,-71.55362503,80.2150977,93.71702476,-5.550535798,12.8755022,94.74270065,30.49496529,35.33271295,99.37604126,23.10129423
2,0,59.11040763,27.6742798,-71.04089227,97.14575944,73.89684871,-71.33863368,62.47396562,98.32892191,10.36213621,21.2234193,132.4219138,36.81246571,80.37888415,54.94461804,-71.1200311,80.25353053,93.63244511,-5.322220049,13.13870569,94.64707957,30.96147151,84.19854483,151.2003076,18.04840247
2,0,97.14955285,73.78425519,-71.47954967,58.89359221,27.64388901,-71.35629096,62.47798911,98.2625393,10.2243128,21.29022871,132.4444546,36.66791813,80.36513576,93.55789435,-5.23386881,80.22954742,54.87294639,-71.15864921,35.44139079,99.2324456,23.24851875,84.40635243,151.1124195,18.118767
2,0,97.18688279,73.97709821,-71.38052828,58.89728065,27.79032994,-71.34706002,80.19133893,93.62289888,-5.274327093,21.0910899,132.38579,36.642467,84.35555712,151.1060408,18.37979317,13.09721644,94.57428946,30.95882048,62.26254818,98.3078263,10.14791845,35.24494582,99.23941366,23.19180612
2,0,58.64490476,27.97276488,-71.8265791,97.24284572,74.13341452,-71.205879,80.03458738,93.63205566,-5.100176923,21.0090263,132.2913277,36.98281517,34.88484711,99.22616207,23.06947665,84.1459138,151.0495076,18.74653251,48.99732389,153.802001,33.75211121,62.09832859,98.28106968,10.28374715
2,0,57.36703271,28.37955438,-73.61848414,97.29000032,74.2612163,-71.01683099,20.8558665,132.2910233,36.98658842,80.03146012,93.66502772,-4.922900696,84.31103365,151.0479068,19.21475359,49.15924247,153.7657922,34.21448136,12.38536036,94.63620845,30.45356027,35.05541046,99.19533595,23.47698699
2,0,97.10009353,74.09490704,-71.34512031,57.71077177,28.21935412,-73.13420494,20.70084489,132.3345353,36.58831967,79.87145325,93.63013275,-5.280540523,83.6805391,151.2098973,18.05320644,12.24618825,94.66334265,30.1064844,49.14449648,153.7986295,33.95437974,34.78348449,99.25657215,22.89322106
2,0,57.79675431,28.08744178,-72.98283341,96.99653347,73.97709906,-71.57317208,62.14585863,98.31241524,10.1103761,20.89263981,132.4212379,36.52015199,80.0648581,93.64220343,-5.318341217,48.85107467,153.9824897,33.18047788,79.98746816,55.02757307,-71.54512663,12.43405965,94.73591005,30.15608485
2,0,97.073597,73.98272809,-71.48453395,58.92520976,28.13252213,-71.52051445,62.09947204,98.33977619,9.969139709,20.85286064,132.4373597,36.41628875,80.04040103,93.66783356,-5.500924506,48.9975844,153.9601528,33.26100136,12.25602848,94.7874146,29.85401962,84.14379851,151.1633226,18.12830926
2,0,58.90722572,28.09331188,-71.38265695,20.68641956,132.4066718,36.13160757,96.76071108,73.91998221,-71.66396811,61.89925858,98.31049254,9.599689328,48.62774381,154.0308482,32.66906142,79.45021919,55.02192938,-72.46480436,79.80581284,93.64454713,-5.88871336,11.91327777,94.79514067,29.36311884
2,0,96.68707503,73.94053157,-71.89378903,60.33241916,27.79631992,-69.426287,61.57648245,98.43142251,9.168849887,79.47396905,55.03459107,-72.41620159,20.45931971,132.5092103,35.83999081,48.25180123,154.1269993,32.16914488,11.91541657,94.83520896,29.34756171,83.55783164,151.3181146,17.13676411
2,0,96.65552442,74.02463543,-71.87932466,61.50994861,98.37214131,9.1486468,79.40469329,93.69360589,-6.350151595,20.40126404,132.4037433,35.91691836,79.15287636,55.20333981,-72.88100969,60.23868187,27.89968112,-69.37578857,48.24288321,154.0500394,32.28812407,11.67097942,94.78771102,29.12750173
2,0,96.78620916,74.10047489,-71.63424245,20.14205498,132.3798523,35.75975138,79.22369008,93.74383829,-6.48501913,61.47725017,98.38950252,9.202946208,60.41344843,28.00617411,-69.22086654,79.10880627,55.31315226,-72.89879576,83.17335708,151.2492397,16.90244099,11.64829542,94.72558376,29.14574552
2,0,60.54649517,28.20366576,-68.91209542,97.09483803,74.15847925,-71.18105988,20.20054799,132.2654809,36.01493339,79.18265891,55.44512923,-72.64676734,61.99405169,98.25386843,9.98630919,79.25474812,93.64714848,-6.389843751,11.97328364,94.59724462,29.69254111,83.59250546,151.0674505,17.64009467
2,0,60.0631026,28.3546454,-69.49545465,97.28556309,74.22342677,-70.7760379,20.5283845,132.1720556,36.5954819,79.2148386,55.5214294,-72.42771631,62.11127114,98.15052579,10.30364185,83.50392526,151.0593718,17.60547511,79.24483312,93.60320342,-6.357197479,92.12075107,136.8684999,1.510813639
2,0,79.16400581,55.45002537,-72.50086431,12.20478809,94.53241769,29.87669963,20.6346493,132.1666635,36.5057209,62.27690842,98.09164331,10.45230696,34.62164667,99.03929104,22.53622849,83.56201575,151.0225744,17.52251042,96.93902501,74.18491262,-71.29731241,92.16718059,136.791905,1.429752382
2,0,62.39776258,97.94538896,10.67580149,80.2155475,55.39479905,-71.19386544,83.64104915,150.8906521,17.62289165,20.78621982,132.0842276,36.70350745,59.43069929,28.43963601,-70.60126449,92.54789449,136.6161387,1.933303523,12.39612931,94.46510749,29.9953626,97.32184892,74.10219743,-70.86950207
2,0,11.97259667,94.55501902,29.40562057,80.28711663,55.31799019,-71.04153645,98.01043042,74.04900545,-69.98331765,62.1469373,98.06091462,10.18774783,59.4212369,28.32313737,-70.6973737,83.16534734,151.0535216,16.87215725,49.37169955,153.5447444,33.45529419,20.48501198,132.1670195,36.21675056
2,0,97.6758217,73.82953875,-70.71581312,58.42812704,28.18986438,-72.01848384,12.11195993,94.6742295,29.21915999,20.23102541,132.3764488,35.4244219,80.16949503,55.02607694,-71.38361347,82.9815693,151.2251522,16.02265228,49.44753085,153.735493,32.85203315,92.41911464,136.8057351,0.987553917
2,0,97.76266958,73.97873355,-70.36212111,58.62020125,28.28316794,-71.71432325,11.95259544,94.7121732,29.27898595,20.14665355,132.3933217,35.66905877,80.4975175,55.13447303,-70.81999219,82.82637204,151.3592575,16.3382908,49.12091193,153.8445445,32.88984247,62.55937185,98.28190035,10.5422947
2,0,97.69900235,73.83138039,-70.35228489,58.46158689,28.12172595,-71.78162698,12.00039027,94.70207797,29.23963181,62.71706323,98.28838122,10.55692788,20.0544936,132.4382607,35.31846806,80.33016482,54.97312137,-70.97068864,49.18467831,153.8847224,32.63596611,92.18315753,136.9952571,0.775154868
2,0,97.73577288,73.89982657,-70.14585782,11.87337484,94.71141139,29.21971452,58.72987297,28.15785537,-71.37148467,35.2225939,99.35101866,22.68417362,20.07396376,132.4127085,35.5243141,62.79427982,98.34618832,10.72441059,80.59295747,55.01776102,-70.53135501,49.19388553,153.9254533,32.82108952
2,0,97.72061658,73.75461366,-70.27687989,35.41444668,99.45013437,22.71027983,58.73761202,27.97528977,-71.39290578,11.8529254,94.75702985,29.0906506,20.06400933,132.4841216,35.28654834,80.52232846,54.87050366,-70.59953587,62.79160256,98.43188957,10.54765959,49.00927066,154.0595494,32.30017005
2,0,35.76718017,99.43059797,23.03050588,11.3866888,94.90906813,28.44455485,58.83782892,27.90659824,-71.04271614,97.49675622,73.71770768,-70.60987475,20.30805241,132.5122711,35.43327635,62.77950938,98.4941317,10.30596682,80.45278717,54.79653289,-70.59343063,82.99158073,151.4606842,15.82349389
2,0,97.55015049,73.72538677,-70.45379814,11.59178978,94.85693238,28.63879136,58.87315997,27.92556484,-70.98201518,35.94466632,99.41989978,23.2007624,20.34220824,132.4998041,35.44895224,62.93789615,98.44074321,10.46290183,80.51175134,54.80558438,-70.48792427,83.19590037,151.401701,15.98188314
2,0,97.80575116,73.63064639,-70.16030023,12.11905045,94.81303297,29.16630462,59.2836236,27.83560723,-70.37824404,20.757405,132.4470919,35.76967249,80.60994263,54.71629892,-70.37460036,36.4694791,99.34988396,23.73348695,63.13312678,98.39855794,10.53649162,49.69081615,153.9931262,32.58879724
2,0,97.746508,73.41905561,-70.3053188,11.97088994,94.88355294,28.83145219,20.40789164,132.5893634,35.10631708,58.8886082,27.67708422,-70.79834623,49.4838491,154.1425043,32.03407494,36.30513767,99.46118904,23.37506181,62.99020968,98.47628523,10.10394281,80.76902704,54.49725458,-70.26308989
2,0,11.97843936,94.90484047,28.8803121,97.66544221,73.53049842,-70.52189054,20.22985919,132.6127125,34.99947193,59.11715989,27.70590083,-70.52844651,49.47148483,154.1370776,32.13694276,36.18417148,99.49171652,23.2246556,62.9779757,98.49893692,10.17386126,83.21779496,151.4311885,15.57562833
2,0,97.44681748,73.43577098,-70.87795894,12.13601834,94.91725012,28.90939532,20.4352902,132.6267628,34.97372486,58.8838051,27.64787842,-70.75846147,80.37998387,54.50856151,-70.69925346,63.28172037,98.48460448,10.29513383,36.32984985,99.53798812,23.19481813,49.50645602,154.1872267,31.81808809
2,0,12.01862999,95.00014809,28.69221284,97.62732404,73.35050924,-70.68482659,58.96180483,27.50421866,-70.64872364,49.48415487,154.2995742,31.6084995,20.60368696,132.7368968,35.03908391,63.28825148,98.55831307,10.22813318,80.60805509,54.40287734,-70.46366883,91.98063946,137.3433226,-0.803895764
2,0,97.49491917,73.46655963,-70.65830697,11.93387606,94.94995293,28.75324585,58.84884797,27.61269471,-70.66609148,49.49211205,154.2555775,31.95084531,63.02659933,98.58170771,10.06928231,92.00740063,137.3511381,-0.469461102,80.53633934,54.51183019,-70.51635513,83.51195472,151.5581312,15.71255316
2,0,97.48679927,73.39428698,-70.6900306,11.9550913,94.96008229,28.71914353,58.90412674,27.53733401,-70.69390401,49.52762286,154.2535839,31.90292536,63.24205265,98.53618814,10.23823612,92.01810292,137.3296838,-0.556561377,80.53901535,54.44353599,-70.51935464,79.35677015,93.87064295,-7.458419182
2,0,97.43355864,73.30700422,-70.85288492,12.15634083,94.99703714,28.82659704,49.40773517,154.3472023,31.48840321,58.95246485,27.46864869,-70.49409426,63.25359458,98.58538022,10.08291685,91.89641253,137.3649095,-0.97017534,80.47224484,54.35174532,-70.60599553,20.57186695,132.8255318,34.97552734
2,0,80.46251746,54.26568371,-70.46160516,97.3998591,73.20233388,-71.11058437,12.08824675,95.07528144,28.60382935,59.07288087,27.3104316,-70.36055632,49.48144379,154.4414297,31.34557425,63.34535646,98.61100114,10.04228334,91.98262015,137.3732709,-1.073528865,83.68171004,151.6807519,15.23280117
2,0,80.31415855,54.1346014,-70.7116105,59.03162171,27.17533918,-70.53767511,12.04528009,95.10428503,28.39811739,49.2136544,154.490585,30.77309247,63.25304398,98.61694627,9.756904378,92.03582949,137.3689088,-1.260016193,36.388235,99.73705451,22.81272617,79.69243067,93.87758988,-7.514684035
2,0,80.46410784,54.05748507,-70.64004746,59.12893602,27.10368596,-70.46744658,49.23204471,154.5073345,30.69393382,63.11189074,98.65211351,9.557371375,97.15325756,73.04220418,-71.53380632,83.7804693,151.6975184,15.03155446,36.42407685,99.7409512,22.78659472,92.08949956,137.3484887,-1.237359465
2,0,80.38708922,54.01515027,-70.77172533,63.26262843,98.67589413,9.747724064,59.21977785,27.01354973,-70.38999034,49.23983201,154.5481067,30.61474625,36.5831662,99.77533299,22.94291184,92.25676787,137.325901,-1.040707385,97.25752117,72.96938895,-71.51577386,12.7889477,95.19980616,29.06702046
2,0,59.40616575,27.01450394,-70.16802633,49.25685877,154.5376196,30.64453717,80.10778909,93.852708,-7.002265022,80.45933455,53.99051381,-70.74448808,92.13371766,137.2955172,-1.198503685,97.39639254,72.92165502,-71.54569644,63.11816917,98.66433905,9.566241947,35.92924834,99.89276317,22.13338075
2,0,59.59325316,27.06700844,-70.07984579,80.58606333,54.08934398,-70.56867399,97.54024024,72.97567763,-71.27888871,92.29615428,137.2796593,-0.669811406,49.14824191,154.4873212,30.88877865,80.28529714,93.83973543,-6.553303782,63.05641785,98.63694848,9.766557892,35.83431559,99.85589766,22.2619706
2,0,59.71112908,27.13233736,-69.8898301,63.22760158,98.59264976,10.23024917,49.34430697,154.4183999,31.38409876,12.6680791,95.18360502,29.20929428,92.38455474,137.2325401,-0.297761236,35.83928364,99.80759774,22.4810464,20.79117462,132.9994001,34.85856942,80.1824665,93.84814158,-6.505766387
2,0,59.98462938,27.24478078,-69.5963675,63.02098536,98.57716067,10.30556114,92.08988562,137.2728614,-0.30669319,49.28431359,154.3508139,31.79516474,12.7547786,95.08600038,29.60757722,79.75195863,54.5521271,-71.50441693,35.77393052,99.7290571,22.70020652,20.57583529,132.9233206,34.94692574
2,0,59.93755223,27.14736588,-69.66108454,63.10986704,98.59811187,10.34815497,97.8861855,73.08429981,-70.58185323,92.00784143,137.3287292,-0.533081276,49.03523607,154.4435547,31.33196601,35.53636484,99.79647782,22.31453829,20.65781782,132.970626,34.9348979,79.54609228,54.48688202,-71.86625262
2,0,59.9022338,27.14489449,-69.66720305,63.07341564,98.61019586,10.29469431,97.89666928,73.07627705,-70.57837643,91.99885226,137.3318199,-0.535724055,12.82211284,95.13952689,29.58651003,49.0272083,154.4644791,31.31863285,20.77127056,132.9520712,35.0834583,35.6549695,99.77331172,22.47848578
2,0,60.19211215,27.27692718,-69.33921966,62.95827872,98.58682747,10.56612321,91.91480289,137.2835389,-0.105622116,35.66068958,99.68110046,22.91116092,49.00324206,154.3507227,31.90109553,98.0531712,73.20218176,-69.95027358,20.57370542,132.8800135,35.34237694,80.66275786,93.80405436,-5.24078099
2,0,60.12438954,27.37295003,-69.34899904,63.33203474,98.56865321,11.02234291,12.70460448,95.06070887,29.84761499,92.06586491,137.3348489,0.145864718,49.05575414,154.381871,32.04445939,35.73852269,99.67017422,23.01845034,97.95683619,73.328881,-69.98258909,80.65747448,93.85527958,-5.19553245
2,0,60.1890123,27.30779201,-69.33528074,63.5277812,98.58667516,11.19007444,12.69335892,95.09836372,29.74761835,91.90660643,137.3478222,-0.107948558,48.89319773,154.4255633,31.70240162,35.57051926,99.74082062,22.74804493,98.02514284,73.26777848,-69.97948997,80.67759837,93.86191968,-5.234869419
2,0,59.11585111,27.58871644,-71.00772235,63.18988835,98.56990816,10.88245282,91.90551491,137.336853,0.069926442,49.06818034,154.3444475,32.10701876,97.89574303,73.33930866,-70.1101696,80.85099749,93.8256347,-4.899593877,12.69370436,95.08265306,29.81613714,35.72908978,99.69296661,23.05120092
2,0,59.11191071,27.68119396,-70.91984001,12.50560505,95.0244147,29.73552647,63.19316127,98.48803593,11.05952325,91.90420436,137.2547555,0.330518477,48.88862392,154.2942878,32.15530663,97.7827287,73.39234083,-70.13288227,35.53611574,99.66059787,22.99997173,20.5769733,132.7567937,35.68248775
2,0,63.1618002,98.52001456,11.29910883,59.20371027,27.81339999,-70.83553321,12.4495561,94.96781163,29.9214711,48.801315,154.2422076,32.47916009,92.04613194,137.2529472,0.895920215,97.87299841,73.51950643,-69.84923888,35.35200153,99.61191613,23.00838191,80.70015191,93.79794707,-4.65564823
2,0,59.13675042,27.67001879,-71.07298238,63.34696187,98.54909391,11.3221609,12.64704905,94.99057077,29.99352114,92.10032274,137.251381,0.636458835,48.85903403,154.3141778,32.1809722,35.54929037,99.67157014,23.0393482,98.04776421,73.36371134,-69.72731304,78.99919377,55.00928203,-72.52817661
2,0,59.07252042,27.66414218,-71.18913339,63.37104508,98.52110438,11.20173191,92.15367213,137.2523563,0.508316389,48.94181387,154.2927307,32.10208886,12.68021888,94.99825431,29.89310764,35.7108601,99.62340496,23.14409483,20.82545231,132.7701844,35.81854008,98.01285154,73.32602812,-69.84763535
2,0,63.04475498,98.55164065,11.04590677,12.5597478,94.95721627,30.06144606,59.10619867,27.77095676,-71.18079169,98.24982765,73.40987721,-69.48555977,48.81586621,154.2564286,32.41080345,35.44952103,99.60332405,23.14888608,20.70030818,132.7242219,36.05070712,92.0373817,137.2588543,0.74736808
2,0,98.89464757,73.34411075,-68.97364719,63.31423915,98.50965762,11.36969225,59.19367089,27.79887371,-71.1254545,35.49660655,99.56572537,23.2628211,12.65865753,94.92295318,30.17748687,83.80765616,151.5301776,17.24936541,20.77861647,132.6763071,36.22231408,92.16388077,137.211656,0.895632975
2,0,59.61547642,27.82806496,-70.76440877,99.08237943,73.46603566,-68.86159327,20.71729889,132.6771471,36.22484719,12.62300406,94.91793648,30.16930041,92.24610248,137.2641846,1.050075979,83.58259619,151.6262601,16.96878576,35.4230384,99.58919099,23.24745589,48.86306647,154.2019854,32.53613109
2,0,99.54544956,73.4815049,-68.12659551,59.74903116,27.92826529,-70.61261678,20.8248926,132.6319371,36.54463336,12.5583573,94.8781247,30.27295412,92.20666132,137.2504583,1.266283886,83.72079399,151.5819045,17.4189721,35.20750484,99.59679952,23.15668458,48.79988607,154.1203109,32.75185064
2,0,99.7727497,73.64780631,-67.66391582,60.12948433,28.12127031,-70.16880057,20.78820032,132.5170965,36.94987845,12.36865507,94.7761208,30.33461598,48.76346063,154.0032574,33.29273747,92.56311673,137.1813213,2.282667392,83.92010622,151.5007703,18.27400518,35.17157695,99.52179595,23.52565449
2,0,99.42167428,73.89045123,-67.99326566,60.06614092,28.29898176,-70.05615089,12.50443352,94.72017178,30.61902606,21.0745475,132.4503923,37.46126707,48.31048432,154.0792013,33.00022075,92.2262275,137.2996864,2.082103868,78.95861019,55.64583126,-72.81595841,34.93463337,99.54308547,23.34415858
2,0,99.16025079,73.96041402,-68.18452254,34.91081331,99.48991623,23.41534596,59.71543483,28.3614607,-70.23294121,48.45266154,154.0239626,33.28703681,12.34073497,94.65999707,30.47178049,21.25728061,132.3768389,37.77901594,78.95663937,55.67060225,-72.85238568,63.55124376,98.4528791,12.20075734
2,0,34.69194303,99.42744538,23.40617207,12.14246527,94.58535897,30.43242696,59.86496562,28.45066606,-70.14301138,98.01495096,74.32488468,-69.37212273,48.03053947,153.9431487,33.22668613,92.1844237,137.1958193,2.519480433,21.34901622,132.2814268,38.27175193,63.37848101,98.40741282,12.22009114
